CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
60011794985,15000,,68703,54095
88339457683,50000,82870235161,56589,28449
60646334959,12000,17342441650,17436,89389
86203350761,12000,56780304393,17220,66990
74774358291,5000,86595670776,70972,19519
75074221299,100,56090282835,93360,61081
83033345844,5000,97544881938,57401,41287
67508063209,100000,87776329369,49752,2754
62381868266,20000,84065321519,96135,20796
14286911243,100000,,97984,45108
92417350698,100,,42990,45389
19395699099,5000,41462193712,65350,53899
39208806412,500,69351668416,2774,38366
39850321605,1000,43028499512,48419,39474
82176836730,5000,,6835,6708
22920523041,12000,86580399499,41245,35739
86009150728,50000,,27931,9536
48737810801,12000,23399371547,93182,43328
30468593196,12000,,91465,67482
97370078260,2500,54899683286,45044,77447
75695495273,2500,,39681,51626
40290539927,15000,36739761271,62901,91484
25485129259,20000,,13912,20568
72148239707,1000,74863850836,1558,30741
82657747985,5000,52860461725,22478,85782
93057794327,500,98288502000,5448,13927
52633308365,500,84086428174,75866,13723
31711024688,500,,777,46113
81011458020,100,,13741,21168
20396328885,1000,10035371446,98655,80588
11834716824,100000,75695495273,57138,80736
89641639658,1000,87150783837,34900,79204
69821939088,2500,31190756682,39045,8696
11318760341,500,17133131345,31468,93966
40816948331,5000,17043895778,31067,28073
80542923321,500,44866936527,61291,10285
87889542083,5000,53096756916,69904,62913
77048516938,1000,25564535558,55640,27269
29777350759,100,,18214,49972
50305712629,100000,,44697,21307
50229529987,100,45078197071,10981,20957
66095598905,5000,46067704121,56363,12955
56181214339,2500,,46174,62989
69819748769,2500,,89265,69287
59268082785,5000,17043617987,5858,59933
95273690571,1000,,60589,44998
29059236332,5000,24796889000,74368,11982
37214420884,50000,,35651,14645
15544237402,500,82788306606,5443,6752
24577346098,15000,30581279343,5804,35896
23726741310,5000,98413083061,26235,95324
64189633641,1000,,20093,35054
78414500322,50000,19343871013,23037,96244
60130501092,12000,60856312586,78667,14097
74560986253,1000,34072392450,86897,74241
39402738591,1000,,20613,66195
63670565614,100,,23982,14734
13559753822,20000,,41830,18263
18061829214,500,52920778507,31260,9820
49559448121,100,46696393159,1626,68398
95801066340,12000,60620452246,30638,31971
11716142435,500,47804154290,37071,46335
38934330294,50000,,32792,20808
43449544721,5000,,99278,2908
40814042266,20000,75798889682,97867,33567
96353582155,100000,57021015652,83568,30373
76395731169,100,32402437278,98726,5597
37622167766,12000,97719507631,1133,13742
24192068224,500,,50825,55232
18803982277,500,28058644892,79400,7153
78497658848,12000,,47493,21250
44207505375,5000,,52370,97196
58465081805,500,30370274287,40235,31196
17515346988,20000,31553240128,7330,90517
16246978887,1000,56287642659,90091,81188
29382438024,100,,50026,534
64073033949,100000,60693230626,11232,33971
18546009980,100000,,35120,11526
54334015090,100,98536176276,85477,97833
84505985825,500,,20433,56268
86222296446,15000,10921567707,87065,94704
63603992868,100000,54550534723,77876,72517
95820605943,20000,33206011891,18868,10736
88388147443,100000,50291262331,57941,87933
11376901601,12000,14539642119,95724,32294
59273757870,100000,68974653280,62561,30020
99133404586,20000,,66730,72906
76131047013,2500,61802026128,88151,10127
60576241916,15000,12829575049,5078,76605
78561080963,50000,,77106,81785
58010345141,5000,,36766,25561
79489724186,100,93351592496,41187,69121
96514792958,100,64307664440,5846,50087
86767266522,500,,18918,78528
12650729397,12000,19459350036,26193,31602
12961464946,100000,64504196875,48745,30746
19297599067,500,31916324417,71590,62150
29783487779,500,,13901,16790
34230431954,5000,,24589,71647
56474916476,100,19343871013,33648,53815
94430530289,100000,36615220938,27235,49763
83732909233,100,28742289467,72071,97924
25716731463,15000,,72068,64386
23181608276,20000,53554163671,53169,629
94020729286,2500,90435596008,69296,90023
22628461614,500,20864155671,97545,66754
72700355066,100000,59672365891,34796,47733
81548815313,20000,70848668663,30842,7201
67468114174,100000,58123169792,59112,82981
96353251912,12000,,47313,6532
95848640448,100000,62810552053,713,39571
72262193185,100,38256057571,17496,81311
33753263434,100000,,10651,97091
50261344534,1000,29508805655,94723,92954
41092052594,500,,75165,33505
15148400769,15000,66316600007,65851,65547
26881172157,2500,11834716824,62681,38259
63058945561,2500,20866453364,39835,7560
48357126992,12000,71870870534,11297,98161
77995145649,5000,84218396480,83878,35499
39848517807,12000,,78396,29240
52608494860,100000,15420673235,73419,75378
46632778768,15000,50274738046,77397,94644
27472021279,100000,22752561594,36434,68177
55594480193,50000,,74277,55474
84981489389,2500,45432195546,58572,90206
52546329434,50000,37925122232,76564,29583
35544460096,2500,76181170712,40399,35199
75277869509,5000,,69991,49889
30619475217,1000,,58363,23242
27973947415,50000,19309711648,98315,42539
13918278474,20000,93157943942,24947,31461
89709223295,50000,53097230950,13562,22278
15201893131,20000,,52970,73213
50883112431,50000,37362001690,89574,75288
17087442222,15000,65971983252,59441,44318
29310250868,100000,51937152630,58460,60914
91160176798,2500,36938524207,92803,17497
15570646459,100,,20768,25272
87019682857,20000,,14356,12061
83592172263,500,31496482720,8882,76597
74082211240,100000,70667661299,31689,78185
34292283730,500,,13811,61838
58313112260,1000,,97258,63319
79043093062,100000,44652853568,98942,48644
98072374836,2500,91158988332,9242,80006
70661412134,100,79050728855,37687,6526
21935193012,20000,86462187144,45496,93611
62751770927,2500,53855118485,20971,15215
25926526717,50000,33939728123,21751,94349
53910687304,12000,,67920,26985
80002055217,2500,79319340379,90609,97341
31373404989,5000,43218146729,51108,75948
40447618447,15000,,44700,81441
46149966731,12000,85414102453,43956,69706
57772208992,12000,81445011724,99761,94001
17077678827,1000,,342,11763
94938811645,100,53760097014,78541,97281
87097394875,500,62066619180,60610,21389
53514936984,500,95745241607,23088,46160
34857264343,12000,72887647293,44575,13421
37957817614,15000,77996769275,70538,94659
19475028475,50000,62387832291,45013,23760
74742667566,100000,83334584694,85413,54202
54050401393,1000,33085153185,81335,72772
67113562189,5000,43204129370,14919,64492
10763648940,2500,42012689501,56981,9364
40969059471,100,,8071,58301
11719401918,500,68050474860,33504,96586
65604075408,100000,38746514590,21978,99211
86773379378,2500,,93180,17689
89839440279,15000,39732222964,11168,7594
34067645513,2500,,45347,67274
70500877267,12000,13964691539,67432,28735
36296468066,100,,76798,63574
57711204457,100,62972358671,22767,8108
95359310721,100,37660231349,544,40303
71863507244,2500,51798132890,9773,48316
66784833950,12000,61915489782,93415,22439
93277960659,100000,,2844,31076
16739661909,15000,88591029649,17047,89188
87231774327,2500,,60264,79360
70319074566,100,,528,95817
10109986126,50000,,35920,82631
51071683783,1000,41372884599,30917,81695
87497327646,2500,18958658885,20600,40249
38094639013,5000,35752210085,13276,35270
23294593242,20000,32933947985,91625,27948
64454997860,50000,,18311,57462
40566781442,100000,,80046,77925
10494354476,12000,45500525940,52470,91853
91778734920,500,97263523984,52222,952
51642652215,20000,28380425535,51577,26608
98944799451,15000,63315237436,27266,74
20229309809,100000,41387978757,49233,11210
67040433310,12000,22007408644,49923,11039
93867946808,50000,14971380906,21586,76376
58212524771,12000,,92438,71006
11907787360,15000,89854701683,97622,6922
86001277193,1000,,97631,5508
40536392003,5000,,24445,24376
86602018819,15000,31251290345,16587,1970
46854639020,500,,56714,17964
57998839424,2500,62305579663,84512,18523
24320865472,5000,58036312911,45,1983
57483122674,5000,,69005,12235
41765579088,500,,10571,98685
10944645663,15000,,50506,80915
69215340319,100000,,37103,58290
84687327586,500,88182610976,99607,84900
10118381519,50000,69615657074,3046,18399
75249816392,100,,38881,96906
74430508307,100,46699242437,70403,53480
20081558562,500,28160605776,30843,65343
92213918283,1000,,85308,63068
77995914672,20000,,11898,86114
78752203332,2500,73745312597,32948,8832
82381437171,20000,51305451045,17396,16301
60686215702,1000,,72958,46256
93570738670,20000,,5547,57061
68763696186,15000,36160661483,28734,62934
62873035269,2500,91400690970,68111,74955
32365822367,15000,18243479721,42600,61714
82391116743,1000,28516666568,88741,87271
46057481916,100000,72986922593,24408,55635
20768188139,1000,75176492750,67673,27634
60948954154,2500,95548832340,7185,25744
74293332667,100,,28769,424
18216469605,1000,66729725585,10335,49929
80056358367,12000,,26776,30635
94348247559,5000,,65825,9353
24560074050,50000,32816694483,22418,93020
71779303436,12000,84222260850,14780,4099
32014858632,100000,35643235750,7600,55423
51166636086,12000,,93236,13731
93944642048,50000,28837978464,70688,42687
26767125665,500,18328301512,98374,61880
31629083851,500,93523576526,28053,90753
38151766085,500,77214326856,4196,14793
54028557201,50000,,18835,79849
55045990613,500,77382731498,59340,7592
73385502923,100000,25004194860,7857,13210
77877480445,1000,77033344201,6590,4551
46632029075,5000,,70952,36812
24777263144,2500,70661412134,99637,12842
49147120624,5000,48923756857,97942,2770
33754356984,100,80788453556,24274,402
18079556370,20000,21297440531,59343,45926
78768903758,5000,,79476,60397
86713299132,500,,3611,67776
33032662640,20000,30936759275,62525,76933
72712677903,15000,38986186452,10855,30133
51391944416,50000,,82573,55610
86467561041,5000,52240305864,94878,39358
84213656403,2500,96834370763,40123,99699
53272384119,12000,22778213973,50785,35626
44254691955,20000,85678104727,78648,92071
77117210286,12000,,58459,14180
37186870381,50000,,1784,61780
97169443428,5000,61846755412,17559,50031
34151171317,2500,24069483050,41054,71300
95442973239,100,98396679364,56946,96373
10870169540,1000,38867650882,50661,41166
89381606782,1000,,53614,4711
95613342591,1000,,22543,78154
25722655057,50000,93279806802,78614,52678
72561254223,15000,25877687130,2194,54086
26473548641,2500,,49999,44339
82385193124,500,,42307,46842
39286083591,50000,10939845231,89732,96785
72040945255,15000,,69456,3829
40073790190,5000,,42257,23985
76203016880,2500,36148778998,68739,51744
19295583299,20000,55045990613,47804,29923
28274567658,5000,39770933675,49999,42819
42828542714,100000,36942882625,75167,53272
70206378268,100000,,63158,33191
14139948486,100,66864613745,34574,81610
90943319925,12000,,21964,19002
87038404569,2500,,38947,6807
65866511965,20000,,70100,57328
11922295267,100,38441180709,70644,39506
27092835465,1000,55916298186,87009,62755
77885834394,15000,58958559880,78632,36195
87202208442,2500,29310919196,78318,99900
71508726032,500,64339031658,7994,75030
36944396415,12000,33753263434,80483,66578
48116884620,15000,55180694856,17902,5874
42494510336,12000,,98550,53926
57759150029,5000,,54528,94255
90974585379,15000,90780142116,82574,97262
58714679660,5000,42561414469,5185,68831
26553959943,100,46075880411,67671,2935
33631591354,1000,,84588,77136
73355395499,5000,,66013,95363
74263170399,500,,73379,30558
97401977662,2500,29648313851,21282,88659
66428591314,5000,38558617423,26678,56741
39968552685,100,60857948000,25996,83777
64334174568,100,,57438,26983
82746120802,1000,49376934879,34961,55960
35447628086,20000,71016924581,67070,73597
39714933842,50000,26683469588,6210,96427
71844715357,5000,20970815353,8753,18218
44993605904,2500,,50806,64353
43855790825,20000,38600399418,33951,24733
92184064524,12000,48764087811,5767,84709
37406199644,5000,85897473790,11424,94224
91132859977,100,31438667560,78106,84347
78251438439,50000,30115087539,96530,73541
84343251862,100,50098414157,36948,68018
63910918241,100000,48952218882,94800,83166
12318831057,100000,19702545153,91802,33302
79959263550,15000,,89482,38772
49400772608,5000,,49269,17825
11207154059,500,53206880858,28577,9340
26645823622,20000,62597020495,35726,70513
62930953740,100,16897336404,70829,54563
66318676377,50000,78517090963,95130,2692
29927303795,100000,85701313852,32941,34139
80524495276,15000,23609933480,30157,20965
51392917494,15000,,50434,22441
93641929053,12000,41107757273,67443,99673
52473218515,500,94909601450,98448,82775
59631263546,15000,,81679,48665
40039788257,15000,38793709181,10456,50768
30175411536,2500,18388327374,42143,8837
36556791212,2500,90484643712,40168,39200
32712943087,500,79250396582,26561,36211
36290792246,50000,,76213,28100
51952192542,50000,,85248,87160
93199907544,500,74737689438,64295,26206
12649222501,100,48862485525,52957,92125
69023034589,5000,,33945,74889
42654805629,2500,87967659038,72494,17677
33284684888,15000,,72334,57223
92965163965,5000,88221686433,59117,55432
83839698218,100,,52382,22854
47157991903,1000,49906312842,11348,25466
38217174090,100000,,3220,23682
47009473190,100,,2748,5022
57397234002,100,,98736,11823
27561848298,1000,,72576,10608
95880412989,1000,35031643987,91617,77054
27939482529,12000,,70545,72083
98158806439,100000,93844542623,37447,77464
66614176372,2500,48215315654,76463,29140
94517878284,100,,28673,53900
75856012918,50000,88611408090,90348,89995
19220321721,2500,93626039220,63429,11872
88936163088,15000,,42973,85855
55465231870,15000,,76698,36706
28193245693,50000,55502531506,5276,37275
60831575435,500,65208408009,80010,63906
30592778580,50000,32781334796,59491,74669
97989611520,50000,77238130018,34262,15746
68707947860,5000,,81724,47138
45466310756,100000,92964629379,45416,44357
20307851047,5000,32012769355,18991,79567
78262742370,5000,62597020495,84797,2783
63209204587,100000,30261754968,76992,71519
52003589934,500,34101417993,78035,70876
28566261611,5000,92363152425,35587,71145
92316779220,100,,21375,2347
21153805159,20000,,17860,742
46568163925,100,27619413645,3489,82041
13168000377,12000,,2690,46668
55627793988,12000,,36807,31524
95838343906,2500,20177937596,12450,64098
83981822202,15000,99509583057,55695,6294
35017877142,12000,23797666011,59746,20325
17856687514,50000,,80067,32257
62173667397,100,18932112873,6352,84512
54853821010,50000,96133608652,82421,42673
80268952203,5000,,48785,18848
63343257665,100000,,87583,41377
54608811988,50000,,25387,42651
93417182820,5000,37159759218,67487,61182
98243656069,12000,,59635,12151
71920165887,20000,73613908467,27518,31527
39756159550,15000,,73427,14723
11462861066,2500,,4214,98850
74624491227,500,,14054,40757
28332965570,20000,38320680748,33794,64542
53008069819,500,67748448115,94766,93813
13428667311,12000,80771255093,50154,19177
42024738751,100,82774089843,68092,5901
10174572982,5000,33278764168,84169,91240
20279039475,2500,,56894,41770
68939562667,100,,15637,79862
78302509028,12000,,97965,14195
79200280627,2500,,1031,50922
55214439503,12000,45922902681,38852,55101
93602593044,5000,,31833,78512
22180873800,20000,21220652302,93618,75805
53144286434,500,36519655964,44765,57409
50550444827,20000,75082620467,97514,64657
23742951018,100,25619813671,15051,17312
45145442179,1000,89281019610,21466,7501
48468052965,12000,53140230152,94675,37279
66778872383,100000,,38387,50358
21746365105,50000,91945631962,11449,68616
26272542812,5000,93172046172,55258,36743
72341111716,2500,47300234376,87296,74036
77284922802,2500,,35008,22790
81464302889,50000,,87155,4031
67092396890,1000,68692684887,3585,40543
81151302410,15000,46034750301,5006,33337
10984467324,50000,,91548,76168
24387745250,1000,75184196077,26343,26369
92953374346,12000,85241635277,63056,98200
82220319163,5000,40362525879,85133,18273
74045069523,2500,49769598396,24086,47443
21373680808,100000,93818621970,24160,51506
11937932157,2500,,63957,31939
87726806667,20000,19010750414,88371,57112
53660827369,2500,42569988775,64465,56475
49711095981,100,91427582785,13030,12678
57962871507,5000,,38557,13473
56054889146,100,,33085,93772
36212825446,100000,94252474319,57917,24735
46785350068,5000,17515346988,4987,51296
78444015893,500,61801298733,19726,98146
72736186618,5000,73620519052,44990,3672
47401711515,5000,48357021609,78741,1959
59689283860,50000,22022934112,84957,95740
36456741345,12000,74565832724,49791,2669
87995010334,15000,17213312034,77708,49042
89158035441,1000,,80993,67455
16776315444,15000,71423368463,47064,63248
15110182157,2500,,90703,42640
42876252689,2500,15692195964,73491,67081
46531072292,12000,97504419857,60857,66908
26519530660,20000,,72891,36253
29423966327,500,,64422,28402
99762755592,12000,69622942798,13333,63129
14548367076,5000,52735281807,61255,36540
80519289767,1000,79407982001,1911,38451
58837824123,20000,,6887,24900
70040269469,15000,65417327028,82738,55662
68173869723,12000,97673882432,46781,35110
28312692366,1000,,81788,15180
71679251778,2500,72329706744,11200,24281
44615666719,500,33011543154,93543,15229
11819907861,1000,35216908309,74723,46672
36283249216,100000,18154816674,64008,67127
66488353808,2500,49472463658,7276,84803
44604168897,50000,,25867,42158
99311105588,100000,,57543,49629
71448969428,1000,,92321,37516
28791834464,1000,,72428,6643
98280533983,15000,68857097032,45299,20968
26873870118,100,,46627,30705
62676128409,100,59451087758,4974,41850
15428554917,12000,96353582155,88556,57520
11844286960,20000,34939864734,35637,26516
24936987765,100000,73985412403,90891,42163
39918753956,15000,33285780917,75367,46722
94500603206,500,64655587350,35339,39303
51750228990,12000,77803603218,63273,10370
50272426046,20000,,91270,6341
56225340604,15000,47237545520,54464,46658
59120897488,100,,97080,75361
32236429143,15000,11376901601,9537,76185
72600513189,500,91220826575,97572,88921
95278516393,50000,80870115573,97586,59859
55178127018,2500,91764975074,6893,61695
48175215211,5000,36359428599,90402,17858
84336530602,12000,67643542246,28901,66541
63690397190,1000,10092211544,71544,41172
90136313135,12000,64190946286,19685,2351
82213786512,20000,91973628798,6098,66977
98183483433,500,58857212613,39963,53717
36650748343,15000,13224490176,84348,82341
58527325341,100,,40376,28588
84707301441,50000,,19672,58142
72605819219,50000,30727519644,11874,13430
98149463077,50000,38046026559,50996,76655
86620602932,1000,,67501,45904
11648835775,100,,45820,38102
41480790733,1000,,94760,90879
12901813288,20000,97188427062,36045,12550
81371323485,100,55516038292,8770,74569
20865980711,20000,30120764666,69666,2808
44189352772,5000,,52227,30023
72482962026,2500,46601965118,64217,24772
32907537481,500,,37267,92855
68243730307,500,18843775062,87316,76030
25280823646,5000,49906312842,18463,60807
66321825276,2500,21289625573,16970,28449
71522460333,20000,,3249,23421
16533806844,5000,54853821010,19076,98403
99829650800,1000,,39422,6477
85887685222,100,41692262653,56341,8505
79649762246,100000,,65474,54636
49625586037,50000,87072363887,12324,21780
57440097724,20000,,3124,38531
80518631770,15000,,78471,10021
15497586903,500,,53627,3831
73215753928,2500,19550822260,58299,88083
43039954118,100,70585356643,47523,5016
75647415400,100000,82422366277,80464,75929
66810219849,100,57158165841,76843,34164
86818395690,12000,37215689033,69687,97386
25533857798,50000,17974257887,97289,7472
98339705194,15000,87476889069,79133,66027
21228748656,15000,93993924343,98196,39443
59517280410,12000,89128037433,63663,60678
81101022012,100000,88386181550,42654,23630
91966789202,2500,60347209852,2033,81589
81476647700,15000,65096168016,22365,4983
86262210394,5000,52872894954,73927,3475
59080709886,100000,99394365684,96568,32110
86626037791,12000,,34547,36303
43258193367,50000,13367860729,18691,91795
84536272586,12000,28957095354,18419,86215
86822661365,1000,53514936984,55112,90779
79898822483,100,57681128419,82810,34274
87501933600,5000,35611943777,36904,73527
99737983151,100000,,65437,77902
80144854952,100,72051436567,54190,44970
14074648459,50000,96649607696,4522,61078
77229248346,2500,50742950745,67632,17190
53540162300,12000,,99106,92738
57532875067,2500,17219319925,62928,30119
70409658714,12000,30730720350,52565,99455
83785821081,500,,63698,66743
15360017019,20000,,16685,36288
75079574511,15000,,13480,71918
88968335576,2500,22759382145,76531,11726
39698716054,5000,68447075755,85798,80260
64747673753,15000,39285088887,81235,3683
57685101591,20000,65649439171,70077,93823
39043198968,15000,34874927982,37435,7591
90055552186,20000,49950355605,89551,25568
11370767297,12000,60187010666,81886,76191
44480283664,20000,,26220,52862
25212261371,1000,95904755718,91818,5420
52920473374,500,15321717385,74402,10770
16355522544,1000,23945671429,55881,29490
86992282410,50000,43449544721,75970,94
97703290802,12000,,53538,36617
29419024625,50000,,25252,73976
52447137272,50000,41645404914,91759,4717
24757681413,2500,,80578,11867
46031138631,20000,36064469879,41958,23863
10465542014,20000,73373016682,84596,72593
54425532120,5000,83293025559,61136,29430
94018940150,20000,69735861526,94562,65599
61888857954,100,11303290652,77740,8990
47928779762,12000,49704837167,72052,93516
64629224892,1000,,55681,70534
35038839889,15000,35114605054,69305,31033
18805263989,100000,35216138639,97054,35155
54362907915,1000,92204315887,20467,32327
66633022852,5000,57243945843,12884,55765
83893511292,20000,22078335836,67354,11082
64255307523,12000,54425532120,598,16928
45862764894,100000,,14846,43174
25146259830,50000,13395141690,98191,39839
44217584547,5000,76673742690,31784,64694
27227457351,100,23115685474,42100,391
56268872614,500,58253632032,68850,65874
49334436247,12000,84942507806,81932,32060
92273564555,5000,62542932132,97921,43088
50653706736,100,48044409029,10113,60779
58411244547,15000,28098071085,88085,99603
87298782264,5000,15480853370,16411,47045
57829179704,5000,47455558231,75849,5656
15835417846,15000,52565046605,29068,7467
37416152939,100,81327558630,71163,26450
18931770056,500,,97259,40076
70154522720,1000,,1744,80175
34500807078,5000,,51653,33821
82266428537,5000,29659094838,85103,24703
88289884050,2500,78343707259,62422,48281
27324245099,15000,,98531,44420
56895283832,500,85425039603,38798,1628
86625296176,1000,56055033431,72456,34896
32277143768,50000,91294571869,69696,20266
25148821005,100000,12939084128,58756,59880
50302873795,50000,,65206,55203
16918827327,50000,54571668762,31001,29872
58788942037,100000,87453210256,81269,7619
38041585570,2500,,70101,68644
68518796591,2500,,38388,31882
73342928034,12000,,33530,98766
86030074489,500,65884009282,30950,88967
83049826806,1000,13780177986,50556,84600
24461682210,100,,33229,28423
63138846517,100000,92101512494,36326,40262
49481702329,12000,64718757060,95711,8354
13846387690,15000,40715257219,84740,6940
21539831680,50000,,67235,75426
31135408559,2500,94878073523,51313,53232
89731311175,5000,,37179,71562
43155047844,1000,,12518,17862
37663671840,1000,,30680,22017
28004652273,2500,,13299,54369
70468328459,12000,19689631301,43872,72909
41381706031,2500,,16759,14801
30307726669,100000,51660840918,48997,83599
14869482020,100000,,15106,70772
60912513543,15000,20022269130,84529,23945
54017648252,2500,89064167082,256,54050
44931221500,15000,,83355,25471
72986298369,500,27609043728,13590,83350
62424506743,1000,,1743,35922
37110075212,1000,33823356331,94462,68726
57234455855,12000,,99268,22028
14358211300,2500,61121524447,75203,74442
28407370090,500,87052013481,92919,29058
81165651168,1000,79010487376,96642,66300
86857612199,1000,37499776206,70363,85308
72866728813,50000,53164130684,2248,12061
15430490428,2500,48468052965,1228,5531
56781048775,100,,43393,57726
64670001553,12000,,24063,11356
19331259460,500,42887450385,85303,25558
89958369204,100000,63586474672,69563,42744
39014478904,15000,17519471046,26200,18836
19232196528,2500,,65780,8198
48354983407,5000,14573584484,68933,27963
51951659793,1000,32219656713,14310,88100
21798590465,5000,77935183331,39101,67789
77621099468,12000,82915405097,6022,72809
29546742566,20000,,84429,256
75472389108,100,53099915388,99119,99477
19269446544,15000,,50842,82908
64217687786,5000,22489268325,95363,98146
57346530317,100,,60337,96675
60471202200,20000,,64451,53697
48994847358,100,,20521,64632
22114399065,15000,,64053,52688
93482679352,15000,,46016,9637
97323936741,100000,75889545435,39044,84684
49124724714,20000,35702234163,74037,50857
32927084604,2500,64444806249,24652,11141
71213625174,2500,18840484044,36271,75681
69016980514,5000,,97390,12322
10523912899,12000,80700658667,8508,97702
93419409086,1000,32705288534,75710,23779
81801807219,100,,66343,75860
84761686465,20000,,31383,35991
60294878162,20000,,54493,52069
68558480437,12000,80542923321,30099,57275
12340867804,100,,77628,77635
97712530240,100,19343871013,94101,52322
65771124734,2500,68057842426,72407,56889
74378806781,50000,55567523842,74182,49573
42214368886,5000,31163204256,69608,58117
63229443602,5000,68795831971,47737,26884
91312291102,1000,63058945561,92090,25872
78715991569,100000,80343555288,28131,65035
53959816731,15000,,57825,40209
61396709231,100000,10524306559,78013,41777
15218790784,2500,63856701870,69727,40519
43124547565,100000,97263287740,72703,72409
80361585234,50000,83471652026,3898,32499
89297096920,12000,75446567130,4464,50856
52121466031,1000,58212524771,18513,52859
42691477674,100,80472782091,47685,79538
27384814530,15000,92307007817,57802,21800
49320637112,1000,,1775,32652
93735684004,1000,21093787856,61762,41348
69790434490,20000,,5428,96633
52556803424,50000,38260551710,90009,92417
64490581799,100,,71716,73748
89676022213,500,60973453660,36519,95178
55959846844,12000,99942421258,83780,46576
43711632260,12000,70945616736,43971,55758
27281282446,12000,,80419,98869
13083038575,1000,70523590558,9440,67970
79728230974,2500,,75429,77564
45489716015,100,,2725,76421
96220683813,20000,11819907861,71464,14806
79872066181,12000,,2594,38623
62303620388,500,81923210465,66530,76800
92644902250,5000,39865053785,70760,5525
32218189232,20000,29588006082,80111,7303
51143196221,100000,26464839698,53239,28048
59457724671,50000,,77120,43304
90072694322,15000,94634430941,91316,95432
38890467585,15000,49677806283,95573,64688
69882591922,12000,77282588654,10789,85760
12892219961,20000,30666262115,59598,53542
87094408950,12000,,58661,94166
76013184278,100000,,96514,45624
61689252284,12000,17563861687,51044,447
61837581609,15000,66058847125,94125,50387
20332861671,15000,31898883109,74601,86284
51006662519,500,,16174,44415
89470593400,50000,,7202,65042
20160742000,5000,60628383852,14101,79632
55169235884,100,45099006433,87404,53473
70169344329,2500,97754875484,16788,66616
77665048306,500,94343272747,36032,41716
12260543176,50000,84588360044,52834,21292
70287892771,15000,39821657781,69854,92735
64372810775,20000,77930661207,46873,98188
49185693150,1000,45078197071,91906,80267
32427860894,12000,88417466313,11128,72151
71756040313,12000,20471615186,25015,56677
42638035111,15000,35752210085,49182,50945
19969559514,500,18509978536,40080,18882
76234449806,100,,85159,66239
99705710218,20000,79781669651,50256,31327
66415435192,2500,77976272215,20187,81995
85392842801,20000,62499332377,1397,59782
86620554796,500,32501583773,59140,56522
59760555873,500,82990752005,19318,36472
68671637306,50000,,51088,91618
27931607028,100,12028443433,13539,21649
26424948392,15000,91329212895,98093,63179
36624584570,50000,,93858,7805
20370843231,50000,99265383628,4532,55166
66542012399,1000,93427960197,20956,34201
74748876905,50000,49170052773,24325,29331
70699248356,12000,78597804668,9371,1925
32745986630,2500,,3337,78893
55235748961,100,,69065,64998
41003026183,12000,,74932,43812
70132570396,1000,22846148171,14169,23301
95873689059,20000,33054529776,66312,48328
16457233529,5000,58089482861,56913,96503
75411908941,12000,36336634913,88429,18601
47330124284,50000,,22307,26215
26511560695,15000,50157172630,88672,54946
18948955048,2500,62785545227,35212,95896
38399862069,50000,99474742361,53636,27815
21973730122,100,,5615,16830
30201191959,100,41975976857,21558,93799
91062054196,20000,97769351374,81914,67249
24940574094,100,42277760981,2429,58337
85542296737,500,53596960015,51893,57029
33202359418,5000,47690251497,98524,12258
31099270692,50000,50552105069,91385,62619
43689276651,5000,23906005109,58049,41337
14318186122,100000,83652259334,50022,49048
22809586018,500,68314273346,78763,19006
67542575839,5000,77861720517,41997,68980
84392497728,20000,71584668816,90301,4771
99489402279,500,,46213,38842
55437397396,2500,37200437677,46565,16250
91932912136,5000,,8441,33274
77871787305,500,22530247413,70181,59303
75230728348,2500,32226737311,24536,24528
14279297215,100,77865526808,90411,15357
91405358728,100,45368058675,17184,52317
43505450133,5000,23855514881,24514,20790
25078505958,5000,51250571592,79317,91578
73609439269,5000,75996744193,77528,10701
81377392441,50000,48354983407,91805,98398
97899169730,1000,62420423057,82432,21035
59231218072,1000,,37524,61451
93006265008,15000,92340518497,11036,26113
68142646871,12000,90059236597,60632,41444
79658547017,500,17613932295,75351,61324
51276217976,1000,55824402309,25535,46837
19084422368,5000,44895128291,58437,67468
62252430852,2500,14365994496,3082,322
13877263547,5000,,37135,92504
48385087077,20000,73209681111,53939,41450
26305790421,100000,62722495013,86049,73067
12946554869,500,12065749065,39350,58802
53583857179,500,53802308583,60553,27350
36155463629,100000,52917762323,88124,65701
32484491794,100000,25212638192,32786,56968
28878496032,5000,24778455230,97385,30622
65694105361,100000,93465038753,51621,91019
72927997015,100,22215959205,45267,60542
29394910887,100,70745274210,30733,35311
69971195349,20000,86897040543,59042,48936
13314439875,50000,27124811211,22339,31044
89510974372,20000,95279165264,24979,4613
66269339280,1000,,37327,56921
72388716827,15000,96514792958,66437,2064
19957374420,5000,,39403,1356
43425134937,5000,16067562667,15222,18491
45403323609,12000,,48513,63199
66091616046,15000,97712675800,60761,31127
26571274499,100,,8913,15128
20753780552,500,,81664,3890
71466917214,100000,97880749321,67885,53650
48351584611,2500,,25600,52333
33515257007,15000,78910872532,67056,44917
39861865448,12000,,97937,66993
51359181283,500,85057352781,29017,96608
37265777222,100000,,66729,82700
81285650445,500,,99600,89190
70412116872,1000,,68685,74937
57840865760,50000,,57392,33506
10612741847,50000,41992235827,36460,27530
32675752453,15000,,30136,32406
36488802661,20000,61323150315,90665,71116
80734658825,100000,61698485347,56079,94879
74182143011,12000,18946295811,23340,55873
