CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
79932820514,classe media,sul,direita,catolico
30595432535,classe baixa,norte,direita,espirita
30558650382,classe baixa,centro oeste,direita,judeu
12417542674,classe media,norte,centro,catolico
66670944781,classe media,sudeste,direita,espirita
53032966996,classe media,centro oeste,esquerda,espirita
60049002199,classe baixa,nordeste,esquerda,budista
90307336063,classe baixa,sul,esquerda,catolico
62117515631,classe media,sul,centro,espirita
80653696530,classe alta,norte,centro,catolico
43437207276,classe alta,centro oeste,direita,catolico
60275028295,classe alta,norte,centro,catolico
36111889148,classe baixa,sul,esquerda,espirita
11048832083,classe baixa,nordeste,direita,budista
12768500408,classe baixa,centro oeste,centro,judeu
45038091570,classe alta,nordeste,centro,judeu
85481235147,classe alta,nordeste,esquerda,judeu
31239769833,classe alta,sul,direita,budista
44181426794,classe baixa,nordeste,esquerda,judeu
10745983320,classe alta,sul,centro,judeu
37793217753,classe alta,nordeste,esquerda,espirita
87688244444,classe media,norte,centro,catolico
73056371311,classe alta,sul,esquerda,budista
24557278234,classe media,sul,centro,catolico
75309843643,classe alta,sudeste,esquerda,judeu
82274649467,classe alta,nordeste,centro,espirita
26087679757,classe alta,sul,direita,espirita
42493815822,classe media,sul,direita,catolico
32512273181,classe baixa,centro oeste,direita,judeu
26786570221,classe media,nordeste,direita,budista
13712645330,classe media,nordeste,direita,judeu
94900354146,classe media,centro oeste,direita,judeu
48505347522,classe baixa,centro oeste,centro,budista
22261435323,classe alta,sudeste,esquerda,catolico
20408155512,classe baixa,norte,esquerda,budista
91440493569,classe media,sul,direita,budista
64312743290,classe baixa,nordeste,direita,catolico
33984788936,classe alta,sul,esquerda,judeu
55751789486,classe baixa,norte,esquerda,judeu
42082111769,classe alta,norte,esquerda,budista
94776348299,classe alta,norte,direita,catolico
99040747090,classe media,norte,centro,budista
22479037047,classe media,sul,centro,judeu
27119524074,classe baixa,centro oeste,esquerda,judeu
40543113787,classe media,centro oeste,centro,catolico
20115652146,classe media,sudeste,esquerda,catolico
69898169619,classe media,norte,esquerda,espirita
89787513259,classe baixa,nordeste,centro,budista
33796045362,classe alta,centro oeste,direita,espirita
81500207520,classe baixa,centro oeste,esquerda,espirita
45223710119,classe alta,sudeste,direita,judeu
35214170931,classe media,sudeste,centro,espirita
35259538311,classe baixa,sudeste,esquerda,espirita
11498279610,classe alta,sudeste,centro,judeu
50239589362,classe alta,sul,centro,judeu
38954095624,classe baixa,sul,centro,budista
67409694608,classe media,nordeste,esquerda,judeu
14260786868,classe baixa,sudeste,direita,espirita
23066201493,classe baixa,centro oeste,direita,judeu
96787299090,classe media,centro oeste,centro,espirita
15438331019,classe baixa,centro oeste,centro,catolico
43326146560,classe baixa,centro oeste,esquerda,catolico
73582216818,classe baixa,centro oeste,esquerda,judeu
57802885158,classe baixa,sudeste,direita,judeu
43074035216,classe media,norte,esquerda,budista
19724737752,classe media,nordeste,direita,judeu
57939110296,classe alta,centro oeste,centro,judeu
12624724665,classe alta,sul,esquerda,catolico
81387615906,classe media,sudeste,direita,espirita
71940372520,classe alta,centro oeste,centro,catolico
71462714789,classe media,centro oeste,direita,judeu
21404216243,classe media,norte,centro,budista
49530238844,classe media,centro oeste,esquerda,catolico
52702318408,classe alta,sudeste,centro,catolico
42694670201,classe baixa,centro oeste,centro,espirita
41056425120,classe alta,norte,esquerda,catolico
27461381698,classe media,norte,esquerda,catolico
13751795096,classe media,nordeste,centro,judeu
92347537408,classe baixa,sudeste,esquerda,espirita
40450484857,classe media,norte,esquerda,espirita
63961796889,classe media,norte,direita,judeu
25823074168,classe baixa,sul,direita,budista
86399762311,classe alta,centro oeste,esquerda,espirita
39213690558,classe media,norte,centro,espirita
13542465720,classe alta,sudeste,esquerda,catolico
90722859264,classe alta,sul,direita,budista
72605538619,classe media,sul,centro,budista
76534822947,classe media,sul,direita,budista
42213132123,classe baixa,nordeste,esquerda,budista
32345348756,classe media,centro oeste,centro,judeu
92571967213,classe media,norte,centro,catolico
98129854553,classe alta,nordeste,centro,judeu
56987686783,classe media,sul,direita,judeu
21788144695,classe media,centro oeste,centro,catolico
58846228737,classe baixa,centro oeste,centro,catolico
22956236540,classe media,centro oeste,direita,espirita
72265175907,classe baixa,sudeste,centro,espirita
70412538365,classe media,sudeste,esquerda,espirita
26429894082,classe media,nordeste,direita,catolico
12387594590,classe media,nordeste,direita,catolico
30801188769,classe media,sudeste,centro,espirita
17228512996,classe alta,norte,direita,judeu
43830051660,classe baixa,sul,esquerda,espirita
40368565882,classe media,norte,esquerda,espirita
71608891627,classe alta,sudeste,direita,judeu
42471769176,classe media,norte,esquerda,catolico
78995751943,classe baixa,sul,centro,judeu
52056520386,classe media,norte,direita,budista
69612482800,classe media,nordeste,esquerda,catolico
11234163855,classe alta,sudeste,centro,espirita
63904970716,classe baixa,nordeste,esquerda,judeu
99202695378,classe media,nordeste,centro,budista
67721208055,classe alta,nordeste,centro,catolico
29738629540,classe baixa,nordeste,esquerda,espirita
51119814036,classe media,norte,centro,judeu
21776524070,classe media,nordeste,centro,judeu
25683555689,classe media,sudeste,esquerda,espirita
17985122310,classe media,nordeste,direita,catolico
46837333417,classe alta,sudeste,centro,judeu
51770612137,classe baixa,norte,esquerda,espirita
47902452587,classe media,sul,direita,catolico
39633470398,classe baixa,centro oeste,centro,catolico
11500726178,classe baixa,nordeste,direita,espirita
48367183892,classe baixa,centro oeste,direita,judeu
33071702300,classe alta,sul,centro,espirita
29674272613,classe media,norte,centro,budista
43660688909,classe baixa,sul,esquerda,espirita
96817302583,classe baixa,norte,centro,judeu
78504114985,classe baixa,sudeste,centro,judeu
26324372133,classe baixa,nordeste,direita,catolico
21085924531,classe media,centro oeste,centro,catolico
83164054369,classe alta,nordeste,centro,espirita
83164098499,classe media,sul,direita,judeu
15388556416,classe alta,centro oeste,direita,catolico
21640717811,classe media,sudeste,direita,espirita
40796434851,classe alta,sul,direita,budista
30530650920,classe baixa,sudeste,direita,judeu
33028795898,classe alta,centro oeste,esquerda,espirita
18212966168,classe alta,sudeste,esquerda,espirita
90633200041,classe alta,centro oeste,esquerda,judeu
26882684150,classe alta,sudeste,centro,judeu
11464792936,classe alta,sul,direita,budista
40017126968,classe baixa,sudeste,centro,judeu
35823999138,classe media,sudeste,centro,espirita
83971143256,classe alta,norte,esquerda,catolico
62727679514,classe baixa,norte,centro,espirita
37261005567,classe media,sul,centro,espirita
23609501217,classe media,sul,direita,espirita
48597337165,classe baixa,nordeste,direita,catolico
72033288596,classe alta,nordeste,direita,budista
48704401158,classe alta,sul,direita,budista
26769667897,classe alta,sul,centro,budista
75898115989,classe baixa,sudeste,esquerda,espirita
71512688919,classe alta,sudeste,direita,judeu
36072772360,classe media,sudeste,esquerda,espirita
61367634848,classe baixa,sudeste,centro,judeu
35158487681,classe baixa,sudeste,centro,judeu
62122691673,classe media,nordeste,centro,budista
90749758282,classe alta,sudeste,direita,judeu
86855972798,classe baixa,sul,esquerda,budista
22409523775,classe alta,sudeste,centro,catolico
38066352391,classe baixa,nordeste,esquerda,judeu
89303397011,classe media,sul,direita,budista
61395132411,classe baixa,centro oeste,centro,catolico
61932722120,classe media,sudeste,esquerda,catolico
41114434819,classe alta,norte,direita,catolico
26076973508,classe baixa,sudeste,esquerda,espirita
55627729191,classe alta,sul,centro,espirita
37383933312,classe alta,norte,esquerda,catolico
32782997408,classe media,norte,esquerda,espirita
60755563717,classe baixa,sul,esquerda,judeu
30557660398,classe baixa,nordeste,esquerda,judeu
15878939677,classe baixa,nordeste,centro,espirita
15964607931,classe media,sul,esquerda,budista
57075245399,classe media,nordeste,direita,catolico
42469041532,classe alta,sul,esquerda,espirita
35414177620,classe alta,centro oeste,direita,catolico
70701589426,classe media,sudeste,direita,budista
73364163915,classe baixa,norte,direita,judeu
99980628400,classe baixa,norte,centro,budista
45542530171,classe alta,norte,direita,budista
29086873215,classe media,nordeste,esquerda,espirita
48234185488,classe media,norte,esquerda,judeu
89087819513,classe media,norte,esquerda,catolico
79396437047,classe baixa,sudeste,centro,catolico
40062390771,classe media,nordeste,centro,budista
95449140551,classe alta,centro oeste,centro,catolico
49604324010,classe alta,centro oeste,esquerda,judeu
15735068897,classe alta,norte,direita,catolico
16384690149,classe alta,norte,centro,judeu
28874678882,classe media,norte,esquerda,judeu
37330912444,classe media,norte,centro,judeu
62253649246,classe media,centro oeste,direita,judeu
61815204798,classe media,centro oeste,esquerda,judeu
65619930137,classe baixa,sul,centro,espirita
51304358402,classe baixa,norte,esquerda,judeu
69564530359,classe baixa,nordeste,direita,budista
42851824495,classe media,sudeste,direita,budista
83635182556,classe alta,nordeste,direita,catolico
35646799302,classe baixa,centro oeste,centro,espirita
39698216116,classe media,norte,esquerda,budista
25805933084,classe media,sudeste,esquerda,judeu
19265700250,classe baixa,sudeste,centro,catolico
86863293359,classe alta,centro oeste,centro,espirita
99644537869,classe alta,centro oeste,direita,judeu
30441351416,classe alta,centro oeste,esquerda,catolico
15784421854,classe media,sul,esquerda,judeu
62026009468,classe media,nordeste,esquerda,budista
73983644578,classe media,sul,direita,espirita
36806895362,classe alta,norte,centro,judeu
54657922257,classe media,sul,esquerda,espirita
34769212074,classe baixa,norte,esquerda,budista
82281318531,classe alta,sul,centro,catolico
72051436567,classe media,norte,centro,catolico
48732805805,classe media,sudeste,esquerda,judeu
24491060619,classe alta,sul,direita,judeu
51757729505,classe media,norte,direita,espirita
59234648946,classe media,nordeste,esquerda,judeu
41375573542,classe alta,nordeste,esquerda,judeu
34651419418,classe media,sul,esquerda,catolico
41126581239,classe alta,sudeste,direita,espirita
54331675742,classe media,centro oeste,direita,judeu
27930530378,classe media,sudeste,direita,judeu
32184689039,classe baixa,centro oeste,centro,budista
63154634094,classe media,centro oeste,direita,espirita
84528173110,classe alta,nordeste,centro,espirita
62858294794,classe alta,sul,direita,budista
68357833794,classe baixa,nordeste,esquerda,budista
37207208243,classe media,nordeste,direita,budista
96508755567,classe media,sul,centro,judeu
22529734661,classe media,nordeste,direita,catolico
49566894211,classe alta,nordeste,esquerda,judeu
89256972331,classe alta,centro oeste,centro,catolico
19414500303,classe media,centro oeste,centro,judeu
28270381894,classe alta,nordeste,esquerda,catolico
69447200061,classe alta,centro oeste,centro,judeu
23041969278,classe media,sul,direita,judeu
23702364750,classe baixa,centro oeste,direita,judeu
90802185269,classe baixa,sul,esquerda,espirita
24952088257,classe alta,sudeste,esquerda,espirita
46640711134,classe baixa,sul,centro,espirita
77711541627,classe baixa,sul,esquerda,catolico
22406841624,classe alta,sul,direita,budista
51178007881,classe alta,sul,esquerda,budista
64336600066,classe baixa,sudeste,direita,espirita
12399569301,classe baixa,centro oeste,direita,espirita
34290988004,classe alta,norte,esquerda,espirita
40499651084,classe alta,centro oeste,esquerda,judeu
24260411643,classe alta,nordeste,centro,catolico
70286151618,classe alta,sudeste,centro,judeu
76267786202,classe media,nordeste,direita,catolico
75354013170,classe media,sudeste,esquerda,espirita
66607350918,classe baixa,sul,direita,budista
26947265088,classe alta,sudeste,centro,judeu
93587616870,classe baixa,centro oeste,direita,judeu
26804697543,classe media,sul,esquerda,budista
32428514008,classe baixa,centro oeste,esquerda,espirita
65054011814,classe media,sudeste,direita,budista
94532276137,classe media,centro oeste,centro,espirita
89296035911,classe baixa,sudeste,direita,judeu
15195640938,classe alta,nordeste,centro,judeu
93120456430,classe media,centro oeste,esquerda,judeu
79994678328,classe media,nordeste,centro,espirita
17963492703,classe media,centro oeste,esquerda,espirita
61788414076,classe alta,nordeste,centro,budista
13564575801,classe baixa,centro oeste,esquerda,espirita
93318226027,classe media,norte,esquerda,budista
53953147821,classe baixa,norte,esquerda,judeu
43997813282,classe media,nordeste,centro,catolico
87925258659,classe baixa,sudeste,centro,espirita
32643521839,classe alta,sul,direita,catolico
23459138464,classe alta,sudeste,centro,catolico
88029961901,classe alta,sudeste,direita,budista
10524721950,classe media,sudeste,direita,judeu
13743639679,classe media,centro oeste,esquerda,espirita
11754728126,classe baixa,sul,esquerda,judeu
18042542997,classe baixa,sudeste,direita,budista
91046693691,classe baixa,centro oeste,direita,budista
61741848128,classe media,nordeste,centro,judeu
35631186856,classe baixa,sudeste,esquerda,catolico
97080465009,classe alta,sul,centro,catolico
70279821913,classe baixa,norte,direita,espirita
91593790569,classe alta,nordeste,direita,catolico
30391440387,classe alta,norte,esquerda,espirita
23700180641,classe baixa,norte,direita,catolico
53757946269,classe alta,norte,centro,catolico
97544903970,classe media,sudeste,esquerda,espirita
21193381225,classe baixa,centro oeste,centro,budista
58545351630,classe baixa,sudeste,direita,budista
58500386733,classe media,nordeste,centro,budista
49476102433,classe media,sudeste,direita,catolico
93988174466,classe baixa,sul,direita,espirita
34952561716,classe baixa,norte,centro,judeu
40417982915,classe baixa,nordeste,direita,budista
86136435380,classe alta,centro oeste,esquerda,espirita
59456245296,classe baixa,sudeste,direita,budista
76099725893,classe media,nordeste,centro,judeu
66515049236,classe baixa,centro oeste,esquerda,budista
37517909412,classe media,sul,centro,judeu
49902375882,classe media,sudeste,direita,budista
76617776946,classe alta,norte,centro,judeu
77413668765,classe baixa,norte,esquerda,espirita
20540409523,classe media,sul,direita,espirita
74143125902,classe media,sul,esquerda,espirita
24357488888,classe media,nordeste,centro,catolico
59591320980,classe media,sul,centro,espirita
18479474749,classe media,sudeste,esquerda,catolico
16693514261,classe alta,sudeste,direita,budista
51178971141,classe baixa,sudeste,centro,budista
43259648076,classe baixa,nordeste,direita,espirita
95177143691,classe media,centro oeste,esquerda,budista
78168212237,classe alta,sudeste,centro,catolico
19073260219,classe baixa,sul,direita,espirita
73514294255,classe alta,nordeste,direita,judeu
34164033591,classe baixa,sul,centro,judeu
35477634628,classe media,norte,esquerda,espirita
72809828516,classe media,nordeste,direita,budista
27605809225,classe media,centro oeste,direita,judeu
67865542200,classe media,sudeste,centro,catolico
67133769468,classe media,nordeste,esquerda,judeu
63460039546,classe baixa,nordeste,centro,budista
22220547278,classe alta,norte,centro,budista
61400339414,classe baixa,sudeste,direita,budista
39502175158,classe alta,sul,direita,catolico
79233057542,classe alta,nordeste,centro,budista
33356651189,classe media,sudeste,centro,budista
22140456944,classe baixa,sul,centro,budista
96769831181,classe baixa,centro oeste,centro,catolico
98111721469,classe media,sul,centro,catolico
63470788543,classe alta,sul,esquerda,judeu
82269056409,classe baixa,norte,esquerda,budista
84084689515,classe media,norte,esquerda,judeu
28597384543,classe alta,norte,direita,catolico
64257007445,classe baixa,centro oeste,direita,judeu
91751959356,classe media,sudeste,esquerda,catolico
59851167679,classe media,centro oeste,esquerda,budista
93380792998,classe alta,nordeste,esquerda,budista
43775249361,classe baixa,norte,direita,espirita
35329041371,classe media,nordeste,direita,budista
91219075233,classe media,sul,direita,espirita
85238506153,classe baixa,nordeste,direita,catolico
54826615797,classe alta,sul,direita,judeu
11436529570,classe alta,nordeste,direita,budista
47261012471,classe baixa,sudeste,esquerda,catolico
80067600253,classe media,nordeste,centro,catolico
70188288930,classe media,sul,direita,judeu
36592100350,classe media,sul,centro,espirita
47221426902,classe baixa,sul,direita,budista
59564292048,classe baixa,sudeste,esquerda,judeu
77313742480,classe baixa,sul,direita,judeu
20917707870,classe alta,centro oeste,direita,budista
78760900311,classe alta,norte,esquerda,budista
12673182455,classe media,centro oeste,esquerda,espirita
85453213622,classe alta,norte,direita,judeu
22277209078,classe baixa,sul,direita,budista
62890126539,classe baixa,nordeste,esquerda,espirita
26858640941,classe alta,nordeste,centro,budista
77142263730,classe media,sul,direita,judeu
75644273155,classe alta,sudeste,direita,budista
65621464038,classe alta,sudeste,centro,espirita
79742600342,classe baixa,nordeste,esquerda,budista
55046748076,classe media,sudeste,direita,judeu
39219045760,classe alta,norte,centro,catolico
38108024720,classe alta,norte,centro,budista
73370656826,classe alta,sudeste,esquerda,espirita
94487962538,classe baixa,sul,direita,budista
83302368143,classe media,norte,esquerda,catolico
33558008172,classe baixa,norte,direita,judeu
13706777124,classe alta,sul,direita,catolico
14017210779,classe media,nordeste,esquerda,espirita
63700412683,classe media,centro oeste,direita,judeu
60945799823,classe media,norte,direita,judeu
64023924787,classe baixa,sudeste,centro,budista
85564291938,classe alta,norte,centro,budista
50288597519,classe media,nordeste,esquerda,judeu
70708038241,classe alta,sul,centro,budista
67128484926,classe media,centro oeste,direita,budista
78119646680,classe media,centro oeste,direita,catolico
54167479130,classe baixa,nordeste,esquerda,judeu
59354715454,classe media,centro oeste,direita,catolico
98551484598,classe baixa,centro oeste,direita,catolico
39405818834,classe media,nordeste,esquerda,espirita
96736978682,classe baixa,norte,direita,catolico
16618442539,classe media,norte,esquerda,espirita
34736136637,classe media,nordeste,esquerda,budista
86594367340,classe media,sudeste,esquerda,catolico
71847905439,classe baixa,sul,centro,catolico
16932148341,classe media,nordeste,direita,judeu
83242799238,classe alta,sudeste,esquerda,espirita
86571703697,classe media,centro oeste,centro,espirita
27746167880,classe alta,nordeste,direita,espirita
85621478642,classe alta,nordeste,direita,catolico
71928649300,classe media,sudeste,centro,budista
29297239055,classe media,nordeste,direita,budista
53260545433,classe media,centro oeste,esquerda,espirita
66241929519,classe media,centro oeste,esquerda,budista
45896284479,classe alta,norte,centro,budista
75584836212,classe media,sul,direita,catolico
34528970613,classe baixa,norte,esquerda,catolico
75541870779,classe alta,sudeste,direita,judeu
83398815296,classe alta,nordeste,esquerda,judeu
52351542263,classe media,norte,esquerda,espirita
12219604558,classe media,sudeste,centro,espirita
88614908556,classe media,sul,direita,espirita
61076681775,classe media,nordeste,direita,budista
30393310897,classe alta,nordeste,centro,catolico
31232063026,classe media,norte,centro,budista
49551266185,classe alta,centro oeste,centro,catolico
43537377456,classe alta,sul,direita,espirita
85340414187,classe baixa,norte,centro,budista
49106088520,classe baixa,nordeste,centro,espirita
97800361076,classe alta,sul,direita,catolico
30652646680,classe media,sudeste,direita,espirita
65567717058,classe media,nordeste,centro,espirita
57125006556,classe media,nordeste,esquerda,judeu
24365176060,classe alta,sudeste,esquerda,catolico
47596644282,classe media,sul,esquerda,judeu
94715747422,classe media,nordeste,esquerda,budista
79226752094,classe media,nordeste,esquerda,espirita
32716729744,classe media,nordeste,direita,espirita
75413115228,classe baixa,sudeste,esquerda,espirita
91605724415,classe baixa,centro oeste,esquerda,catolico
77375654080,classe media,sul,direita,budista
66130650317,classe baixa,sul,esquerda,budista
27392199332,classe media,sudeste,centro,catolico
78129634852,classe alta,sul,direita,catolico
75098110615,classe media,sudeste,esquerda,espirita
15349923640,classe alta,centro oeste,direita,budista
24261969149,classe media,sul,centro,catolico
87182945879,classe baixa,sudeste,direita,espirita
82254422875,classe baixa,centro oeste,direita,espirita
90025179420,classe baixa,sudeste,direita,budista
76340242847,classe baixa,norte,esquerda,catolico
26655326192,classe baixa,nordeste,direita,catolico
54677291083,classe alta,nordeste,direita,catolico
15366446279,classe alta,sudeste,esquerda,judeu
10675118648,classe alta,sudeste,esquerda,budista
93311537471,classe media,sudeste,esquerda,catolico
36565429000,classe media,centro oeste,centro,budista
31133064064,classe alta,centro oeste,direita,catolico
32279250894,classe baixa,sul,esquerda,espirita
40549359622,classe alta,sul,esquerda,espirita
43965743426,classe baixa,centro oeste,centro,espirita
13839484444,classe alta,sul,centro,judeu
71309269400,classe media,norte,centro,budista
29311366499,classe baixa,norte,direita,espirita
21577867135,classe media,norte,centro,judeu
22521752818,classe alta,nordeste,centro,espirita
10255771239,classe media,sudeste,direita,catolico
71366816170,classe alta,nordeste,direita,judeu
56568137834,classe alta,centro oeste,centro,judeu
28343291984,classe alta,sudeste,esquerda,budista
91411652934,classe media,centro oeste,esquerda,judeu
68395263207,classe baixa,norte,esquerda,judeu
64958132695,classe media,sudeste,esquerda,judeu
20190986667,classe media,nordeste,esquerda,budista
59442294192,classe alta,norte,esquerda,budista
59622756192,classe baixa,sul,esquerda,budista
28424444556,classe baixa,sul,esquerda,judeu
28866490072,classe media,norte,centro,budista
24037733901,classe media,nordeste,centro,espirita
21538921693,classe alta,sul,esquerda,judeu
80362473993,classe baixa,centro oeste,esquerda,judeu
54393338451,classe media,sul,direita,judeu
85600696745,classe baixa,sudeste,direita,judeu
55582686436,classe baixa,sul,direita,budista
56439159553,classe media,norte,centro,catolico
24272096489,classe alta,sul,centro,catolico
56035516752,classe media,sul,esquerda,catolico
67314689827,classe alta,norte,esquerda,budista
19681369300,classe media,sul,centro,budista
60946758750,classe media,centro oeste,direita,catolico
29767555044,classe alta,nordeste,centro,catolico
95875861317,classe media,norte,direita,budista
52796584350,classe baixa,norte,centro,catolico
63248677219,classe baixa,centro oeste,direita,budista
32497711391,classe alta,norte,esquerda,judeu
37950601751,classe baixa,norte,esquerda,catolico
22198959117,classe baixa,sudeste,esquerda,espirita
19442047172,classe media,centro oeste,esquerda,budista
99880179601,classe baixa,nordeste,direita,espirita
82768964163,classe media,norte,centro,espirita
17085842602,classe media,sudeste,direita,budista
21531417588,classe alta,norte,direita,espirita
76633125421,classe baixa,sul,direita,judeu
79956777307,classe baixa,sudeste,esquerda,catolico
13879846164,classe media,centro oeste,centro,espirita
47826437079,classe alta,norte,direita,catolico
74897464341,classe baixa,norte,direita,judeu
43135906857,classe media,centro oeste,esquerda,budista
50586741381,classe media,norte,centro,judeu
95840439073,classe media,sul,esquerda,catolico
14459170495,classe alta,nordeste,centro,espirita
73849507019,classe alta,sul,esquerda,budista
78509716152,classe media,norte,esquerda,catolico
75346522069,classe baixa,norte,direita,judeu
63092927810,classe baixa,centro oeste,centro,judeu
35500307807,classe baixa,norte,centro,judeu
89943689397,classe media,centro oeste,esquerda,judeu
72593236825,classe baixa,norte,centro,catolico
87647354074,classe alta,sul,direita,espirita
57883253509,classe alta,sudeste,centro,budista
20235657135,classe media,nordeste,centro,catolico
44717587374,classe baixa,centro oeste,direita,judeu
41753653547,classe baixa,nordeste,esquerda,espirita
52578127244,classe media,sudeste,direita,espirita
92930844041,classe baixa,centro oeste,esquerda,catolico
36962655682,classe baixa,sul,centro,catolico
24858566269,classe media,sudeste,centro,budista
40753560045,classe baixa,centro oeste,centro,catolico
55679255120,classe media,centro oeste,centro,judeu
78520295196,classe media,norte,esquerda,catolico
54958253032,classe alta,sul,direita,budista
15468490815,classe baixa,sudeste,direita,judeu
75844847983,classe media,nordeste,direita,espirita
92322604970,classe media,sul,direita,judeu
61795920552,classe baixa,sul,centro,espirita
88308746575,classe alta,centro oeste,direita,espirita
93567809023,classe baixa,nordeste,centro,budista
43610403812,classe baixa,sul,centro,judeu
46686750654,classe media,centro oeste,centro,judeu
53706468743,classe baixa,norte,direita,catolico
69457248428,classe baixa,sudeste,esquerda,espirita
53228347861,classe media,sul,esquerda,espirita
86667789933,classe baixa,norte,centro,budista
22167717339,classe baixa,centro oeste,centro,espirita
31933510894,classe baixa,centro oeste,direita,budista
14186814008,classe alta,centro oeste,direita,budista
87352554530,classe alta,centro oeste,esquerda,espirita
50884522241,classe baixa,sul,centro,catolico
67073346822,classe baixa,sul,direita,espirita
89136525250,classe baixa,nordeste,centro,catolico
32211779616,classe alta,sul,esquerda,budista
69515489435,classe alta,norte,centro,espirita
75382641508,classe media,sul,direita,espirita
31651324407,classe media,nordeste,esquerda,judeu
70881740620,classe baixa,nordeste,direita,budista
61718864911,classe media,sul,centro,catolico
84350413681,classe media,nordeste,direita,judeu
95682071825,classe media,sul,esquerda,espirita
28545714849,classe baixa,sudeste,esquerda,budista
59833288930,classe media,norte,centro,espirita
12373068275,classe baixa,sudeste,direita,budista
75180290573,classe baixa,sul,esquerda,judeu
71411490776,classe alta,sudeste,centro,espirita
79193714556,classe baixa,sudeste,esquerda,budista
84668885436,classe baixa,sudeste,esquerda,espirita
55802396706,classe media,norte,esquerda,catolico
51557633493,classe media,centro oeste,centro,judeu
84164029463,classe media,norte,centro,espirita
94911916004,classe baixa,sul,centro,judeu
96985497650,classe media,centro oeste,centro,catolico
27378747892,classe media,centro oeste,esquerda,espirita
86329264629,classe media,norte,centro,budista
93070069586,classe alta,sul,direita,catolico
81207120936,classe alta,norte,direita,judeu
63969366467,classe media,nordeste,direita,espirita
18041692478,classe media,sul,direita,espirita
60621571099,classe media,centro oeste,centro,budista
36691631239,classe media,sudeste,esquerda,budista
60899646272,classe media,sudeste,esquerda,catolico
51973595959,classe baixa,sul,centro,judeu
63173222979,classe baixa,sudeste,centro,catolico
17873269427,classe baixa,norte,esquerda,espirita
61504737593,classe media,sul,esquerda,judeu
27252880331,classe media,sul,esquerda,catolico
70138504374,classe media,norte,esquerda,catolico
90145952389,classe media,nordeste,centro,budista
53029444014,classe alta,nordeste,centro,budista
90328934707,classe baixa,centro oeste,direita,catolico
79952912925,classe baixa,sul,direita,espirita
94434586467,classe alta,nordeste,centro,espirita
67919526130,classe alta,norte,centro,espirita
15234514171,classe baixa,centro oeste,direita,judeu
51059622769,classe baixa,centro oeste,esquerda,budista
63542864571,classe alta,norte,centro,espirita
75992552832,classe media,sudeste,esquerda,catolico
39658383200,classe media,centro oeste,esquerda,catolico
84372235917,classe alta,centro oeste,esquerda,judeu
34645867328,classe baixa,sudeste,esquerda,espirita
62981578942,classe alta,sudeste,esquerda,judeu
90262271836,classe media,sudeste,esquerda,catolico
96094617340,classe baixa,nordeste,direita,espirita
78064607896,classe alta,sul,centro,espirita
40565263420,classe media,nordeste,centro,judeu
67270047186,classe media,sul,centro,catolico
80512670565,classe alta,sul,centro,espirita
63814823396,classe alta,sudeste,centro,catolico
46382050608,classe baixa,sudeste,centro,espirita
51620047375,classe media,sudeste,centro,judeu
90045528478,classe alta,centro oeste,esquerda,judeu
15328638260,classe alta,sul,esquerda,espirita
69154640300,classe media,nordeste,centro,budista
92290828134,classe baixa,sudeste,centro,judeu
89347339923,classe media,norte,centro,espirita
14480062567,classe baixa,centro oeste,direita,catolico
86696340216,classe media,norte,centro,budista
19898454051,classe baixa,nordeste,esquerda,catolico
17770382031,classe alta,sudeste,esquerda,catolico
44675453080,classe baixa,centro oeste,centro,budista
53744748579,classe baixa,norte,direita,judeu
42865557498,classe alta,sul,esquerda,catolico
44190683770,classe baixa,sudeste,direita,budista
43473320973,classe baixa,nordeste,esquerda,budista
76704557472,classe media,sudeste,centro,catolico
52768042301,classe media,nordeste,esquerda,catolico
20026959033,classe alta,centro oeste,esquerda,espirita
43998449700,classe media,nordeste,direita,judeu
86179285172,classe alta,sudeste,centro,budista
96706840216,classe baixa,sudeste,centro,judeu
85441643461,classe media,sudeste,direita,catolico
71411678227,classe alta,nordeste,centro,judeu
54576458106,classe alta,sul,centro,judeu
23079491409,classe baixa,sul,direita,espirita
29609281249,classe baixa,centro oeste,centro,catolico
79840242795,classe alta,nordeste,esquerda,budista
71199778062,classe baixa,sudeste,centro,espirita
18783884132,classe media,sudeste,esquerda,catolico
71225889885,classe media,centro oeste,esquerda,budista
46179966997,classe baixa,centro oeste,esquerda,catolico
28300046209,classe alta,nordeste,esquerda,espirita
67506496332,classe baixa,sul,direita,catolico
76046573410,classe media,sudeste,direita,judeu
16774219986,classe baixa,centro oeste,direita,budista
28285343081,classe alta,nordeste,centro,budista
10244948182,classe media,norte,centro,budista
66261977062,classe media,norte,esquerda,budista
51139271623,classe baixa,sudeste,direita,espirita
45318526724,classe baixa,sudeste,esquerda,budista
42790376128,classe baixa,centro oeste,direita,espirita
53448164012,classe baixa,nordeste,direita,catolico
80170321034,classe media,sudeste,direita,espirita
38823124358,classe alta,sul,centro,espirita
22518121613,classe media,norte,esquerda,catolico
20536447129,classe baixa,norte,centro,espirita
92605332813,classe media,norte,centro,catolico
30975328568,classe media,centro oeste,esquerda,budista
61371277830,classe alta,sul,direita,budista
65395979580,classe baixa,sul,esquerda,catolico
34963217571,classe alta,sul,esquerda,budista
70338633645,classe alta,sudeste,esquerda,catolico
47304995515,classe baixa,norte,centro,budista
